show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,random_column,added_year,added_month,duration_clean
s3571,Movie,Game Over (Telugu Version),Ashwin Saravanan,India,2019-08-21,2019,TV-MA,98 min,"Horror Movies, International Movies, Thrillers",62,2019.0,8.0,98
s3569,Movie,Game Over (Hindi Version),Ashwin Saravanan,India,2019-08-21,2019,TV-MA,98 min,"Horror Movies, International Movies, Thrillers",80,2019.0,8.0,98
s3583,Movie,Selfless,Tarsem Singh,United States,2019-08-16,2015,PG-13,117 min,"Sci-Fi & Fantasy, Thrillers",31,2019.0,8.0,117
s3584,Movie,Sextuplets,Unknown,Unknown,,2019,TV-14,100 min,Comedies,8,,,100
s3587,Movie,The Little Switzerland,Unknown,Unknown,2019-08-16,2019,TV-MA,86 min,"Comedies, International Movies",90,2019.0,8.0,86
s3572,TV Show,Hyperdrive,Unknown,United States,2019-08-21,2019,TV-PG,1 Season,Reality TV,15,2019.0,8.0,1
s3600,Movie,Colin Quinn: Red State Blue State,Unknown,Unknown,2019-08-09,2019,TV-14,66 min,Stand-Up Comedy,30,2019.0,8.0,66
s3590,TV Show,Sacred Games,"Vikramaditya Motwane, Anurag Kashyap",India,2019-08-15,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",51,2019.0,8.0,2
s3591,TV Show,Til Death Do Us Part,"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee",Taiwan,2019-08-15,2019,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers",30,2019.0,8.0,1
s3592,Movie,Whindersson Nunes: Adult,Diego Pignataro,Brazil,2019-08-15,2019,TV-MA,69 min,Stand-Up Comedy,12,2019.0,8.0,69
s3594,Movie,Uyare,Manu Ashokan,India,2019-08-14,2019,TV-14,119 min,"Dramas, International Movies",3,2019.0,8.0,119
s3595,Movie,90 ML,Anita Udeep,India,2019-08-13,2019,TV-MA,123 min,"Comedies, International Movies, Music & Musicals",38,2019.0,8.0,123
s3596,Movie,Calum von Moger: Unbroken,Vlad Yudin,United States,2019-08-13,2019,TV-MA,93 min,"Documentaries, Sports Movies",16,2019.0,8.0,93
s3597,Movie,Hasta los dientes,Alberto Arnaut Estrada,Mexico,2019-08-13,2018,TV-MA,109 min,"Documentaries, International Movies",21,2019.0,8.0,109
s3603,Movie,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,India,2019-08-09,2018,TV-MA,107 min,"Dramas, Independent Movies, International Movies",49,2019.0,8.0,107
s3604,Movie,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson",United States,2019-08-09,2019,TV-Y7,46 min,"Children & Family Movies, Comedies, LGBTQ Movies",2,2019.0,8.0,46
s3606,TV Show,The Family,Unknown,Unknown,2019-08-09,2019,TV-14,1 Season,Docuseries,90,2019.0,8.0,1
s3629,TV Show,Léa & I,Unknown,Unknown,,2019,TV-MA,84 min,Documentaries,54,,,84
s3614,TV Show,Reply 1994,Shin Won-ho,South Korea,2019-08-08,2014,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",39,2019.0,8.0,1
s3615,TV Show,Reply 1997,Shin Won-ho,South Korea,2019-08-08,2012,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",23,2019.0,8.0,1
s3617,Movie,Badla,Sujoy Ghosh,India,2019-08-07,2019,TV-14,117 min,"International Movies, Thrillers",40,2019.0,8.0,117
s3618,Movie,Theo Von: No Offense,John Asher,United States,2019-08-07,2016,TV-MA,67 min,Stand-Up Comedy,72,2019.0,8.0,67
s3619,Movie,Crazy Beautiful You,Mae Czarina Cruz,Philippines,2019-08-06,2015,TV-14,114 min,"Comedies, Dramas, International Movies",47,2019.0,8.0,114
s3620,Movie,I'm Brent Morin,Lance Bangs,United States,2019-08-06,2015,TV-MA,67 min,Stand-Up Comedy,82,2019.0,8.0,67
s3621,Movie,Jim Jefferies : BARE,Shannon Hartman,United States,2019-08-06,2014,TV-MA,77 min,Stand-Up Comedy,50,2019.0,8.0,77
s3622,Movie,Screwball,Billy Corben,United States,2019-08-06,2018,TV-MA,105 min,"Documentaries, Sports Movies",62,2019.0,8.0,105
s3623,Movie,Sebastian Maniscalco: Why Would You Do That,Joe DeMaio,United States,2019-08-06,2016,TV-MA,63 min,Stand-Up Comedy,0,2019.0,8.0,63
s3624,Movie,Enter the Anime,Alex Burunova,United States,2019-08-05,2019,TV-MA,59 min,"Documentaries, International Movies",50,2019.0,8.0,59
s3626,Movie,No One Will Ever Know,Jesús Torres Torres,Mexico,2019-08-05,2017,TV-MA,102 min,"Dramas, International Movies",34,2019.0,8.0,102
s3627,Movie,Misfit,Erwin van den Eshof,Netherlands,2019-08-03,2017,TV-14,81 min,"Children & Family Movies, Comedies, International Movies",14,2019.0,8.0,81
s3631,Movie,Uriyadi 2,Vijay Kumar,India,,2019,TV-14,116 min,"Dramas, International Movies",51,,,116
s3632,Movie,Manu,Phanindra Narsetti,India,2019-08-01,2018,TV-14,177 min,"Dramas, Independent Movies, International Movies",75,2019.0,8.0,177
s3636,Movie,Whitney Cummings: Can I Touch It?,Marcus Raboy,United States,2019-07-30,2019,TV-MA,59 min,Stand-Up Comedy,33,2019.0,7.0,59
s3635,Movie,The Red Sea Diving Resort,Gideon Raff,Canada,2019-07-31,2019,TV-MA,130 min,"Dramas, Thrillers",27,2019.0,7.0,130
s3638,Movie,Boi,Jorge M. Fontana,Spain,2019-07-26,2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies",58,2019.0,7.0,111
s3639,Movie,Eerie,Mikhail Red,Philippines,2019-07-26,2019,TV-14,100 min,"Horror Movies, International Movies",11,2019.0,7.0,100
s3640,Movie,Girls With Balls,Olivier Afonso,France,2019-07-26,2019,TV-MA,77 min,"Comedies, Horror Movies, International Movies",28,2019.0,7.0,77
s3642,Movie,The Son,Sebastián Schindel,Argentina,2019-07-26,2019,TV-MA,93 min,"Dramas, Independent Movies, International Movies",45,2019.0,7.0,93
s3644,Movie,The Great Hack,"Karim Amer, Jehane Noujaim",United States,2019-07-24,2019,TV-MA,114 min,Documentaries,80,2019.0,7.0,114
s3646,Movie,D.L. Hughley: Contrarian,Jay Chapman,United States,2019-07-21,2018,TV-MA,58 min,Stand-Up Comedy,8,2019.0,7.0,58
s3647,Movie,Demetri Martin: The Overthinker,"Jay Karas, Demetri Martin",United States,2019-07-21,2018,TV-MA,56 min,Stand-Up Comedy,53,2019.0,7.0,56
s3648,Movie,The Beast Stalker,Dante Lam,Hong Kong,2019-07-21,2008,TV-14,110 min,"Action & Adventure, Cult Movies, International Movies",50,2019.0,7.0,110
s3649,Movie,The Midas Touch,Unknown,Unknown,,2013,TV-14,98 min,"Comedies, International Movies",38,,,98
s3650,TV Show,The Twins Effect II,"Corey Yuen, Patrick Leung",Hong Kong,,2004,TV-14,106 min,"Action & Adventure, Comedies, International Movies",76,,,106
s3651,Movie,Twins Mission,Unknown,Unknown,2019-07-21,2007,TV-MA,102 min,"Action & Adventure, International Movies",31,2019.0,7.0,102
s4982,Movie,Yoo Byung Jae: Too Much Information,Yoo Byung-jae,Not Given,2018-03-16,2018,TV-MA,63 min,Stand-Up Comedy,50,2018.0,3.0,63
s3653,Movie,"¡Ay, mi madre!",Frank Ariza,Spain,2019-07-19,2019,TV-MA,81 min,"Comedies, International Movies",56,2019.0,7.0,81
s3654,TV Show,Comedians in Cars Getting Coffee,Jerry Seinfeld,United States,2019-07-19,2019,TV-14,6 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",91,2019.0,7.0,6
s3658,Movie,Secret Obsession,Peter Sullivan,United States,2019-07-18,2019,TV-14,98 min,Thrillers,19,2019.0,7.0,98
s3659,Movie,Mauli,Aditya Sarpotdar,India,2019-07-17,2018,TV-14,136 min,"Action & Adventure, Dramas, International Movies",77,2019.0,7.0,136
s3662,Movie,Bogda,Nisheeta Keni,India,2019-07-16,2018,TV-PG,161 min,"Dramas, International Movies",38,2019.0,7.0,161
s3663,Movie,"Frankenstein’s Monster’s Monster, Frankenstein",Daniel Gray Longino,United States,2019-07-16,2019,TV-14,32 min,Comedies,87,2019.0,7.0,32
s3669,Movie,4L,Gerardo Olivares,Spain,2019-07-12,2019,TV-MA,105 min,"Comedies, Dramas, Independent Movies",43,2019.0,7.0,105
s3671,Movie,Cities of Last Things,Wi Ding Ho,Taiwan,2019-07-12,2018,TV-MA,106 min,"Dramas, Independent Movies, International Movies",89,2019.0,7.0,106
s3673,TV Show,Kidnapping Stella,Thomas Sieben,Germany,,2019,TV-MA,90 min,"Dramas, International Movies, Thrillers",66,,,90
s3676,Movie,Point Blank,Joe Lynch,France,2019-07-12,2019,TV-MA,87 min,Action & Adventure,63,2019.0,7.0,87
s3677,Movie,The Milk System,Andreas Pichler,Germany,2019-07-12,2017,TV-14,91 min,"Documentaries, International Movies",69,2019.0,7.0,91
s3679,Movie,Parchís: the Documentary,Daniel Arasanz,Spain,2019-07-11,2019,TV-14,106 min,"Documentaries, International Movies, Music & Musicals",33,2019.0,7.0,106
s3680,Movie,Aziz Ansari: RIGHT NOW,Spike Jonze,United States,2019-07-09,2019,TV-MA,65 min,Stand-Up Comedy,23,2019.0,7.0,65
s3682,Movie,"River, el más grande siempre","Marcelo Altmark, Mariano Mucci, Luis A. Scalella",Argentina,2019-07-05,2019,TV-G,105 min,"Documentaries, International Movies, Sports Movies",92,2019.0,7.0,105
s3684,Movie,Cristina,Michèle Ohayon,United States,2019-07-04,2016,TV-14,40 min,Documentaries,84,2019.0,7.0,40
s3694,Movie,Katherine Ryan: Glitter Room,Linda Mendoza,United States,2019-07-01,2019,TV-MA,66 min,Stand-Up Comedy,78,2019.0,7.0,66
s3698,Movie,War Against Women,Hernán Zin,United States,2019-07-01,2013,TV-MA,61 min,"Documentaries, International Movies",68,2019.0,7.0,61
s3699,Movie,Inhuman Kiss,Sittisiri Mongkolsiri,Thailand,2019-06-30,2019,TV-MA,122 min,"Horror Movies, International Movies, Romantic Movies",7,2019.0,6.0,122
s3700,Movie,Romeo Akbar Walter,Robbie Grewal,India,2019-06-30,2019,TV-14,141 min,"Dramas, International Movies, Thrillers",74,2019.0,6.0,141
s3702,Movie,Super Deluxe,Thiagarajan Kumararaja,India,2019-06-29,2019,TV-MA,176 min,"Comedies, Dramas, International Movies",36,2019.0,6.0,176
s3704,Movie,El testigo,Kate Horne,Colombia,2019-06-28,2018,TV-14,73 min,"Documentaries, International Movies",60,2019.0,6.0,73
s3707,Movie,La Leyenda del Diamante,Roberto Girault Facha,Mexico,2019-06-28,2017,TV-MA,87 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",40,2019.0,6.0,87
s3710,Movie,ANIMA,Paul Thomas Anderson,United Kingdom,2019-06-27,2019,TV-PG,15 min,"Dramas, Independent Movies, Music & Musicals",61,2019.0,6.0,15
s3712,Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",Mexico,2019-06-27,2019,TV-MA,55 min,Stand-Up Comedy,48,2019.0,6.0,55
s3714,Movie,Kahaani,Sujoy Ghosh,India,2019-06-26,2012,TV-14,122 min,"International Movies, Music & Musicals, Thrillers",37,2019.0,6.0,122
s3715,Movie,Unbroken,Svati Chakravarty Bhatkal,India,2019-06-26,2019,TV-14,109 min,"Documentaries, International Movies",9,2019.0,6.0,109
s3716,Movie,Mike Epps: Only One Mike,Kevin Bray,United States,2019-06-25,2019,TV-MA,63 min,Stand-Up Comedy,51,2019.0,6.0,63
s3718,Movie,Triple Threat,"Jesse V. Johnson, Jesse Johnson",Thailand,2019-06-22,2019,R,96 min,"Action & Adventure, International Movies",64,2019.0,6.0,96
s3719,Movie,Blood Will Tell,"Miguel Cohan, Miguel Cohan",Argentina,2019-06-21,2019,TV-MA,113 min,"Dramas, Independent Movies, International Movies",1,2019.0,6.0,113
s3720,TV Show,Bolívar,"Luis Alberto Restrepo, Andrés Beltrán, Jaime Rayo",Colombia,2019-06-21,2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",50,2019.0,6.0,1
s3721,Movie,EVANGELION: DEATH (TRUE)²,Hideaki Anno,Japan,2019-06-21,1998,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies",49,2019.0,6.0,69
s3729,Movie,The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki",Japan,2019-06-21,1997,TV-MA,87 min,"Action & Adventure, Anime Features, International Movies",80,2019.0,6.0,87
s3730,Movie,Rakkhosh,"Abhijit Kokate, Srivinay Salian",India,2019-06-20,2019,TV-MA,116 min,"Horror Movies, Independent Movies, International Movies",25,2019.0,6.0,116
s3731,Movie,The Wolf's Call,Antonin Baudry,France,2019-06-20,2019,TV-14,116 min,"Dramas, International Movies, Thrillers",61,2019.0,6.0,116
s3732,Movie,Beats,Chris Robinson,United States,2019-06-19,2019,TV-MA,110 min,"Dramas, Independent Movies, Music & Musicals",21,2019.0,6.0,110
s3733,Movie,The Edge of Democracy,Petra Costa,Brazil,2019-06-19,2019,TV-14,122 min,"Documentaries, International Movies",98,2019.0,6.0,122
s3734,Movie,Adam Devine: Best Time of Our Lives,Jay Karas,United States,2019-06-18,2019,TV-MA,59 min,Stand-Up Comedy,1,2019.0,6.0,59
s3735,Movie,Cop Car,Jon Watts,United States,2019-06-16,2015,R,88 min,Thrillers,68,2019.0,6.0,88
s3736,Movie,Right Here Right Now,Jakob Lass,Germany,2019-06-16,2018,TV-MA,91 min,"Comedies, Dramas, Independent Movies",50,2019.0,6.0,91
s3739,Movie,Life Overtakes Me,"John Haptas, Kristine Samuelson",Sweden,2019-06-15,2019,TV-PG,40 min,Documentaries,87,2019.0,6.0,40
s3740,Movie,Luckee,Sanjay Jadhav,India,2019-06-15,2019,TV-14,113 min,"Comedies, International Movies, Romantic Movies",90,2019.0,6.0,113
s3741,Movie,Pihu,Vinod Kapri,India,2019-06-15,2018,TV-14,90 min,"Dramas, Independent Movies, International Movies",21,2019.0,6.0,90
s3744,TV Show,The Alcàsser Murders,Elías León,Spain,2019-06-15,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",84,2019.0,6.0,1
s3748,Movie,DJ Cinderella,Bruno Garotti,Brazil,2019-06-14,2019,TV-PG,95 min,"Children & Family Movies, Comedies",94,2019.0,6.0,95
s4026,Movie,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Brian Klein,United Kingdom,2019-03-12,2019,TV-MA,58 min,Stand-Up Comedy,38,2019.0,3.0,58
s3754,Movie,Murder Mystery,Kyle Newacheck,United States,2019-06-14,2019,PG-13,98 min,Comedies,38,2019.0,6.0,98
s3757,Movie,Oprah Presents When They See Us Now,Mark Ritchie,United States,2019-06-13,2019,TV-PG,61 min,Documentaries,23,2019.0,6.0,61
s3758,Movie,The 3rd Eye 2,Rocky Soraya,Indonesia,2019-06-13,2019,TV-MA,117 min,"Horror Movies, International Movies",18,2019.0,6.0,117
s3759,Movie,Jo Koy: Comin' In Hot,Shannon Hartman,United States,2019-06-12,2019,TV-MA,60 min,Stand-Up Comedy,48,2019.0,6.0,60
s3760,Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Unknown,Unknown,2019-06-12,2019,TV-MA,142 min,"Documentaries, Music & Musicals",72,2019.0,6.0,142
s3762,Movie,Belmonte,Federico Veiroj,Uruguay,2019-06-07,2018,TV-MA,74 min,"Dramas, Independent Movies, International Movies",17,2019.0,6.0,74
s3764,Movie,Elisa & Marcela,Isabel Coixet,Spain,2019-06-07,2019,TV-MA,119 min,"Dramas, International Movies, LGBTQ Movies",7,2019.0,6.0,119
s3765,Movie,I Am Mother,Grant Sputore,Australia,2019-06-07,2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers",40,2019.0,6.0,114
s3766,Movie,Luka Chuppi,Laxman Utekar,India,2019-06-07,2019,TV-PG,125 min,"Comedies, International Movies, Romantic Movies",56,2019.0,6.0,125
s3767,Movie,Pachamama,Juan Antin,France,,2019,PG,71 min,Children & Family Movies,52,,,71
s3768,Movie,Rock My Heart,Hanno Olderdissen,Germany,2019-06-07,2019,TV-PG,110 min,"Children & Family Movies, Dramas, International Movies",26,2019.0,6.0,110
s3769,Movie,Stree,Amar Kaushik,India,2019-06-07,2018,TV-MA,127 min,"Comedies, Horror Movies, Independent Movies",91,2019.0,6.0,127
s3772,Movie,The Black Godfather,Reginald Hudlin,United States,2019-06-07,2019,TV-MA,118 min,"Documentaries, Music & Musicals",54,2019.0,6.0,118
s3773,Movie,Alles ist gut,Eva Trobisch,Germany,2019-06-06,2019,TV-MA,90 min,"Dramas, International Movies",49,2019.0,6.0,90
s3774,Movie,A Silent Voice,Naoko Yamada,Japan,2019-06-05,2016,TV-14,130 min,"Anime Features, International Movies",56,2019.0,6.0,130
s3776,Movie,Cosmos Laundromat: First Cycle,Mathieu Auvray,Netherlands,2019-06-04,2015,TV-MA,12 min,"Dramas, International Movies, Sci-Fi & Fantasy",58,2019.0,6.0,12
s3777,Movie,Miranda Sings Live…Your Welcome,Marcus Raboy,United States,2019-06-04,2019,TV-14,62 min,Stand-Up Comedy,22,2019.0,6.0,62
s3778,Movie,Silent,Unknown,Unknown,2019-06-04,2014,TV-Y,3 min,"Children & Family Movies, Sci-Fi & Fantasy",68,2019.0,6.0,3
s3782,Movie,Krutant,Datta Mohan Bhandare,India,2019-06-02,2019,TV-14,114 min,"Dramas, International Movies",13,2019.0,6.0,114
s3784,Movie,III Smoking Barrels,Sanjib Dey,India,2019-06-01,2017,TV-MA,128 min,"Dramas, Independent Movies, International Movies",63,2019.0,6.0,128
s3786,Movie,"Oh, Ramona!",Cristina Jacob,Romania,2019-06-01,2019,TV-MA,109 min,"Comedies, International Movies",8,2019.0,6.0,109
s3787,Movie,We Are Legends,Daniel Yee Heng Chan,Hong Kong,2019-06-01,2019,TV-14,109 min,"Action & Adventure, International Movies, Sports Movies",54,2019.0,6.0,109
s3803,Movie,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,Unknown,Unknown,2019-05-23,2019,TV-MA,30 min,"Comedies, Music & Musicals, Sports Movies",46,2019.0,5.0,30
s3789,Movie,Chopsticks,Sachin Yardi,India,2019-05-31,2019,TV-MA,101 min,"Comedies, Dramas, Independent Movies",78,2019.0,5.0,101
s3791,Movie,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,India,2019-05-31,2019,TV-MA,103 min,"Dramas, International Movies",14,2019.0,5.0,103
s3792,Movie,Pegasus,Han Han,China,2019-05-31,2019,TV-MA,98 min,"Comedies, Dramas, International Movies",71,2019.0,5.0,98
s3794,Movie,Svaha: The Sixth Finger,Jang Jae-hyun,South Korea,2019-05-30,2019,TV-MA,123 min,"International Movies, Thrillers",42,2019.0,5.0,123
s3796,Movie,After Maria,Nadia Hallgren,United States,2019-05-24,2019,TV-PG,38 min,Documentaries,97,2019.0,5.0,38
s3798,Movie,Joy,Sudabeh Mortezai,Austria,2019-05-24,2019,TV-MA,101 min,"Dramas, Independent Movies, International Movies",66,2019.0,5.0,101
s3799,Movie,Rim of the World,McG,United States,2019-05-24,2019,TV-14,99 min,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",1,2019.0,5.0,99
s3801,Movie,The Perfection,Richard Shepard,United States,2019-05-24,2019,TV-MA,91 min,"Horror Movies, LGBTQ Movies, Music & Musicals",9,2019.0,5.0,91
s3804,Movie,A Tale of Two Kitchens,Trisha Ziff,United States,2019-05-22,2019,TV-PG,30 min,"Documentaries, International Movies",7,2019.0,5.0,30
s3805,Movie,The Man Who Feels No Pain,Unknown,Unknown,2019-05-22,2018,TV-14,137 min,"Action & Adventure, Comedies, International Movies",62,2019.0,5.0,137
s3806,Movie,Wanda Sykes: Not Normal,Linda Mendoza,United States,2019-05-21,2019,TV-MA,66 min,Stand-Up Comedy,82,2019.0,5.0,66
s3815,Movie,ReMastered: The Lion's Share,Sam Cullman,Not Given,2019-05-17,2019,TV-14,84 min,"Documentaries, Music & Musicals",68,2019.0,5.0,84
s3809,TV Show,1994,Diego Enrique Osorno,Mexico,2019-05-17,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",78,2019.0,5.0,1
s3810,Movie,Born in Gaza,Hernán Zin,Spain,2019-05-17,2014,TV-14,70 min,"Documentaries, International Movies",8,2019.0,5.0,70
s3811,Movie,Born in Syria,Hernán Zin,Denmark,2019-05-17,2016,TV-14,87 min,"Documentaries, International Movies",96,2019.0,5.0,87
s3812,Movie,Dying to Tell,Hernán Zin,Spain,2019-05-17,2018,TV-MA,88 min,"Documentaries, International Movies",8,2019.0,5.0,88
s3814,Movie,Maria,Pedring A. Lopez,Philippines,2019-05-17,2019,TV-MA,90 min,"Action & Adventure, International Movies",17,2019.0,5.0,90
s3816,Movie,Saverio Raimondo: Il Satiro Parlante,Francesco Imperato,Italy,2019-05-17,2019,TV-MA,53 min,Stand-Up Comedy,85,2019.0,5.0,53
s3817,Movie,See You Yesterday,Stefon Bristol,United States,2019-05-17,2019,TV-MA,87 min,"Dramas, Sci-Fi & Fantasy, Thrillers",41,2019.0,5.0,87
s3819,Movie,Good Sam,Kate Melville,United States,2019-05-16,2019,TV-PG,90 min,"Children & Family Movies, Dramas",60,2019.0,5.0,90
s3820,Movie,Jonaki,Aditya Vikram Sengupta,India,2019-05-16,2018,TV-MA,96 min,"Dramas, Independent Movies, International Movies",85,2019.0,5.0,96
s3821,Movie,PATRICK (2019),Mandie Fletcher,United Kingdom,2019-05-16,2019,TV-PG,94 min,"Children & Family Movies, Comedies",2,2019.0,5.0,94
s3823,Movie,Hamid,Aijaz Khan,India,2019-05-15,2018,TV-MA,108 min,"Dramas, Independent Movies, International Movies",28,2019.0,5.0,108
s3826,Movie,Backdraft 2,Gonzalo López-Gallego,United States,2019-05-14,2019,R,102 min,"Action & Adventure, Dramas",11,2019.0,5.0,102
s3829,Movie,Weed the People,Abby Epstein,United States,2019-05-14,2018,TV-MA,94 min,Documentaries,69,2019.0,5.0,94
s3830,Movie,Malibu Rescue,Savage Steve Holland,United States,2019-05-13,2019,TV-G,70 min,"Children & Family Movies, Comedies",80,2019.0,5.0,70
s3831,Movie,Merata: How Mum Decolonised the Screen,Hepi Mita,New Zealand,2019-05-12,2018,TV-14,88 min,Documentaries,94,2019.0,5.0,88
s3833,Movie,Dry Martina,Che Sandoval,Chile,2019-05-11,2018,TV-MA,100 min,"Dramas, Independent Movies, International Movies",93,2019.0,5.0,100
s3834,Movie,Shéhérazade,Jean-Bernard Marlin,France,2019-05-11,2019,TV-MA,111 min,"Dramas, Independent Movies, International Movies",95,2019.0,5.0,111
s3835,Movie,The Great Magician,Yee Tung-Shing,Hong Kong,2019-05-11,2011,TV-14,128 min,"Action & Adventure, Comedies, Dramas",95,2019.0,5.0,128
s3837,Movie,In Family I Trust,Patricia Font,Spain,2019-05-10,2018,TV-MA,98 min,"Comedies, Dramas, International Movies",21,2019.0,5.0,98
s3842,Movie,Wine Country,Amy Poehler,United States,2019-05-10,2019,R,104 min,Comedies,67,2019.0,5.0,104
s3843,Movie,Gatao 2: Rise of the King,Yen Cheng-kuo,Taiwan,2019-05-09,2018,TV-MA,126 min,"Action & Adventure, Dramas, International Movies",92,2019.0,5.0,126
